Post code;City name;Sub-region code(Optional)
01400;L ABERGEMENT CLEMENCIAT;01
01640;L ABERGEMENT DE VAREY;01
01090;AMAREINS;01
01500;AMBERIEU EN BUGEY;01
01330;AMBERIEUX EN DOMBES;01
01300;AMBLEON;01
01500;AMBRONAY;01
01500;AMBUTRIX;01
01300;ANDERT ET CONDON;01
01350;ANGLEFORT;01
01100;APREMONT;01
01110;ARANC;01
01230;ARANDAS;01
01100;ARBENT;01
01300;ARBIGNIEU;01
01190;ARBIGNY;01
01230;ARGIS;01
01510;ARMIX;01
01480;ARS SUR FORMANS;01
01510;ARTEMARE;01
01570;ASNIERES SUR SAONE;01
01340;ATTIGNAT;01
01380;BAGE LA VILLE;01
01380;BAGE LE CHATEL;01
01360;BALAN;01
01990;BANEINS;01
01270;BEAUPONT;01
01480;BEAUREGARD;01
01810;BELLIGNAT;01
01360;BELIGNEUX;01
01200;BELLEGARDE SUR VALSERINE;01
01300;BELLEY;01
01130;BELLEYDOUX;01
01260;BELMONT LUTHEZIEU;01
01470;BENONCES;01
01370;BENY;01
01350;BEON;01
01340;BEREZIAT;01
01500;BETTANT;01
01290;BEY;01
01700;BEYNOST;01
01200;BILLIAT;01
01330;BIRIEUX;01
01290;BIZIAT;01
01150;BLYES;01
01250;BOHAS;01
01120;LA BOISSE;01
01190;BOISSEY;01
01450;BOLOZON;01
01330;BOULIGNEUX;01
01000;BOURG EN BRESSE;01
01800;BOURG ST CHRISTOPHE;01
01100;BOUVENT;01
01640;BOYEUX ST JEROME;01
01190;BOZ;01
01300;BREGNIER CORDON;01
01260;BRENAZ;01
01110;BRENOD;01
01300;BRENS;01
01360;BRESSOLLES;01
01460;BRION;01
01470;BRIORD;01
01310;BUELLAS;01
01510;LA BURBANCHE;01
01430;CEIGNES;01
01450;CERDON;01
01240;CERTINES;01
01090;CESSEINS;01
01170;CESSY;01
01250;CEYZERIAT;01
01350;CEYZERIEU;01
01320;CHALAMONT;01
01480;CHALEINS;01
01230;CHALEY;01
01450;CHALLES;01
01630;CHALLEX;01
01260;CHAMPAGNE EN VALROMEY;01
01110;CHAMPDOR;01
01410;CHAMPFROMIER;01
01420;CHANAY;01
01990;CHANEINS;01
01400;CHANOZ CHATENAY;01
01240;LA CHAPELLE DU CHATELARD;01
01260;CHARANCIN;01
01130;CHARIX;01
01800;CHARNOZ SUR AIN;01
01500;CHATEAU GAILLARD;01
01320;CHATENAY;01
01200;CHATILLON EN MICHAILLE;01
01320;CHATILLON LA PALUD;01
01400;CHATILLON SUR CHALARONNE;01
01190;CHAVANNES SUR REYSSOUZE;01
01250;CHAVANNES SUR SURAN;01
01660;CHAVEYRIAT;01
01510;CHAVORNAY;01
01300;CHAZEY BONS;01
01150;CHAZEY SUR AIN;01
01510;CHEIGNIEU LA BALME;01
01430;CHEVILLARD;01
01190;CHEVROUX;01
01170;CHEVRY;01
01200;CHEZERY FORENS;01
01390;CIVRIEUX;01
01250;CIZE;01
01230;CLEYZIEU;01
01270;COLIGNY;01
01550;COLLONGES;01
01300;COLOMIEU;01
01230;CONAND;01
01430;CONDAMINE;01
01400;CONDEISSIAT;01
01200;CONFORT;01
01310;CONFRANCON;01
01300;CONTREVOZ;01
01300;CONZIEU;01
01420;CORBONOD;01
01110;CORCELLES;01
01120;CORDIEUX;01
01110;CORLIER;01
01110;CORMARANCHE EN BUGEY;01
01290;CORMORANCHE SUR SAONE;01
01560;CORMOZ;01
01250;CORVEISSIAT;01
01370;COURMANGOUX;01
01560;COURTES;01
01320;CRANS;01
01340;CRAS SUR REYSSOUZE;01
01200;CRAZ EN MICHAILLE;01
01350;CRESSIN ROCHEFORT;01
01620;CROTTET;01
01170;CROZET;01
01290;CRUZILLES LES MEPILLAT;01
01370;CUISIAT;01
01350;CULOZ;01
01560;CURCIAT DONGALON;01
01310;CURTAFOND;01
01300;CUZIEU;01
01120;DAGNEUX;01
01220;DIVONNE LES BAINS;01
01380;DOMMARTIN;01
01240;DOMPIERRE SUR VEYLE;01
01400;DOMPIERRE SUR CHALARONNE;01
01270;DOMSURE;01
01590;DORTAN;01
01500;DOUVRES;01
01250;DROM;01
01160;DRUILLAT;01
01130;ECHALLON;01
01170;ECHENEVEX;01
01340;ETREZ;01
01230;EVOSGES;01
01800;FARAMANS;01
01480;FAREINS;01
01550;FARGES;01
01570;FEILLENS;01
01210;FERNEY VOLTAIRE;01
01260;FITIGNIEU;01
01350;FLAXIEU;01
01340;FOISSIAT;01
01090;AMAREINS FRANCHELEINS CES;01
01480;FRANS;01
01140;GARNERANS;01
01090;GENOUILLEUX;01
01460;GEOVREISSIAT;01
01100;GEOVREISSET;01
01250;GERMAGNAT;01
01170;GEX;01
01130;GIRON;01
01190;GORREVOD;01
01260;LE GRAND ABERGEMENT;01
01250;GRAND CORENT;01
01580;GRANGES;01
01290;GRIEGES;01
01220;GRILLY;01
01810;GROISSIAT;01
01680;GROSLEE;01
01090;GUEREINS;01
01250;HAUTECOURT ROMANECHE;01
01110;HAUTEVILLE LOMPNES;01
01110;HOSTIAS;01
01260;HOTONNES;01
01140;ILLIAT;01
01200;INJOUX GENISSIAT;01
01680;INNIMOND;01
01430;IZENAVE;01
01580;IZERNORE;01
01300;IZIEU;01
01480;JASSANS RIOTTIER;01
01250;JASSERON;01
01340;JAYAT;01
01250;JOURNANS;01
01800;JOYEUX;01
01640;JUJURIEUX;01
01450;LABALME;01
01150;LAGNIEU;01
01290;LAIZ;01
01130;LALLEYRIAT;01
01200;LANCRANS;01
01430;LANTENAY;01
01330;LAPEYROUSE;01
01350;LAVOURS;01
01200;LEAZ;01
01410;LELEX;01
01240;LENT;01
01560;LESCHEROUX;01
01150;LEYMENT;01
01450;LEYSSARD;01
01420;LHOPITAL;01
01680;LHUIS;01
01260;LILIGNOD;01
01260;LOCHIEU;01
01680;LOMPNAS;01
01260;LOMPNIEU;01
01800;LOYES;01
01360;LOYETTES;01
01090;LURCY;01
01260;LUTHEZIEU;01
01300;MAGNIEU;01
01430;MAILLAT;01
01340;MALAFRETAZ;01
01560;MANTENAY MONTLIN;01
01570;MANZIAT;01
01851;MARBOZ;01
01680;MARCHAMP;01
01300;MARIGNIEU;01
01240;MARLIEUX;01
01340;MARSONNAS;01
01810;MARTIGNAT;01
01600;MASSIEUX;01
01300;MASSIGNIEU DE RIVES;01
01580;MATAFELON GRANGES;01
01370;MEILLONNAS;01
01450;MERIGNAT;01
01480;MESSIMY SUR SAONE;01
01800;MEXIMIEUX;01
01250;BOHAS MEYRIAT RIGNAT;01
01660;MEZERIAT;01
01170;MIJOUX;01
01390;MIONNAY;01
01700;MIRIBEL;01
01600;MISERIEUX;01
01280;MOENS;01
01140;MOGNENEINS;01
01800;MOLLON;01
01250;MONTAGNAT;01
01470;MONTAGNIEU;01
01200;MONTANGES;01
01090;MONTCEAUX;01
01310;MONTCET;01
01800;LE MONTELLIER;01
01390;MONTHIEUX;01
01120;MONTLUEL;01
01090;MONTMERLE SUR SAONE;01
01310;MONTRACOL;01
01460;MONTREAL LA CLUSE;01
01340;MONTREVEL EN BRESSE;01
01460;NURIEUX VOLOGNAT;01
01300;MURS ET GELIGNIEUX;01
01130;NANTUA;01
01580;NAPT;01
01300;NATTAGES;01
01400;NEUVILLE LES DAMES;01
01160;NEUVILLE SUR AIN;01
01130;LES NEYROLLES;01
01700;NEYRON;01
01120;NIEVROZ;01
01230;NIVOLLET MONTGRIFFON;01
01200;OCHIAZ;01
01230;ONCIEU;01
01510;ORDONNAZ;01
01210;ORNEX;01
01430;OUTRIAZ;01
01100;OYONNAX;01
01190;OZAN;01
01600;PARCIEUX;01
01300;PARVES;01
01260;PASSIN;01
01630;PERON;01
01960;PERONNAS;01
01800;PEROUGES;01
01540;PERREX;01
01260;LE PETIT ABERGEMENT;01
01430;PEYRIAT;01
01300;PEYRIEU;01
01140;PEYZIEUX SUR SAONE;01
01270;PIRAJOUX;01
01120;PIZAY;01
01130;PLAGNE;01
01330;LE PLANTAY;01
01130;LE POIZAT;01
01310;POLLIAT;01
01350;POLLIEU;01
01450;PONCIN;01
01160;PONT D AIN;01
01190;PONT DE VAUX;01
01290;PONT DE VEYLE;01
01460;PORT;01
01550;POUGNY;01
01250;POUILLAT;01
01300;PREMEYZEL;01
01510;PREMILLIEU;01
01370;PRESSIAT;01
01280;PREVESSIN MOENS;01
01160;PRIAY;01
01510;PUGIEU;01
01250;RAMASSE;01
01390;RANCE;01
01990;RELEVANT;01
01620;REPLONGES;01
01250;REVONNAS;01
01600;REYRIEUX;01
01190;REYSSOUZE;01
01250;RIGNAT;01
01800;RIGNIEUX LE FRANC;01
01250;ROMANECHE;01
01400;ROMANS;01
01510;ROSSILLON;01
01260;RUFFIEU;01
01450;ST ALBAN;01
01380;ST ANDRE DE BAGE;01
01390;ST ANDRE DE CORCY;01
01290;ST ANDRE D HUIRIAT;01
01240;ST ANDRE LE BOUCHOUX;01
01240;ST ANDRE SUR VIEUX JONC;01
01190;ST BENIGNE;01
01300;ST BENOIT;01
01600;ST BERNARD;01
01300;ST BOIS;01
01300;ST CHAMP;01
01120;STE CROIX;01
01380;ST CYR SUR MENTHON;01
01000;ST DENIS LES BOURG;01
01500;ST DENIS EN BUGEY;01
01340;ST DIDIER D AUSSIAT;01
01600;ST DIDIER DE FORMANS;01
01140;ST DIDIER SUR CHALARONNE;01
01800;ST ELOI;01
01370;ST ETIENNE DU BOIS;01
01140;ST ETIENNE SUR CHALARONNE;01
01190;ST ETIENNE SUR REYSSOUZE;01
01600;STE EUPHEMIE;01
01630;ST GENIS POUILLY;01
01380;ST GENIS SUR MENTHON;01
01400;ST GEORGES SUR RENON;01
01130;ST GERMAIN DE JOUX;01
01300;ST GERMAIN LES PAROISSES;01
01240;ST GERMAIN SUR RENON;01
01630;ST JEAN DE GONVILLE;01
01800;ST JEAN DE NIOST;01
01390;ST JEAN DE THURIGNEUX;01
01640;ST JEAN LE VIEUX;01
01560;ST JEAN SUR REYSSOUZE;01
01290;ST JEAN SUR VEYLE;01
01150;STE JULIE;01
01560;ST JULIEN SUR REYSSOUZE;01
01540;ST JULIEN SUR VEYLE;01
01250;ST JUST;01
01620;ST LAURENT SUR SAONE;01
01390;ST MARCEL;01
01510;ST MARTIN DE BAVEL;01
01430;ST MARTIN DU FRENE;01
01160;ST MARTIN DU MONT;01
01310;ST MARTIN LE CHATEL;01
01700;ST MAURICE DE BEYNOST;01
01800;ST MAURICE DE GOURDANS;01
01500;ST MAURICE DE REMENS;01
01560;ST NIZIER LE BOUCHOUX;01
01320;ST NIZIER LE DESERT;01
01330;STE OLIVE;01
01240;ST PAUL DE VARAX;01
01230;ST RAMBERT EN BUGEY;01
01310;ST REMY;01
01150;ST SORLIN EN BUGEY;01
01340;ST SULPICE;01
01560;ST TRIVIER DE COURTES;01
01990;ST TRIVIER SUR MOIGNANS;01
01150;ST VULBAS;01
01270;SALAVRE;01
01580;SAMOGNAT;01
01400;SANDRANS;01
01150;SAULT BRENAZ;01
01220;SAUVERNY;01
01480;SAVIGNEUX;01
01170;SEGNY;01
01470;SEILLONNAZ;01
01630;SERGY;01
01190;SERMOYER;01
01470;SERRIERES DE BRIORD;01
01450;SERRIERES SUR AIN;01
01240;SERVAS;01
01560;SERVIGNAT;01
01420;SEYSSEL;01
01250;SIMANDRE SUR SURAN;01
01260;SONGIEU;01
01580;SONTHONNAX LA MONTAGNE;01
01150;SOUCLIN;01
01400;SULIGNAT;01
01420;SURJOUX;01
01260;SUTRIEU;01
01510;TALISSIEU;01
01230;TENAY;01
01110;THEZILLIEU;01
01120;THIL;01
01710;THOIRY;01
01140;THOISSEY;01
01230;TORCIEU;01
01250;TOSSIAT;01
01600;TOUSSIEUX;01
01390;TRAMOYES;01
01160;LA TRANCLIERE;01
01370;TREFFORT CUISIAT;01
01600;TREVOUX;01
01140;VALEINS;01
01660;VANDEINS;01
01160;VARAMBON;01
01150;VAUX EN BUGEY;01
01270;VERJON;01
01560;VERNOUX;01
01330;VERSAILLEUX;01
01210;VERSONNEX;01
01170;VESANCY;01
01560;VESCOURS;01
01570;VESINES;01
01100;VEYZIAT;01
01430;VIEU D IZENAVE;01
01260;VIEU;01
01330;VILLARS LES DOMBES;01
01150;VILLEBOIS;01
01270;VILLEMOTIER;01
01480;VILLENEUVE;01
01250;VILLEREVERSURE;01
01200;VILLES;01
01320;VILLETTE SUR AIN;01
01800;VILLIEU LOYES MOLLON;01
01440;VIRIAT;01
01510;VIRIEU LE GRAND;01
01260;VIRIEU LE PETIT;01
01300;VIRIGNIN;01
01460;VOLOGNAT;01
01350;VONGNES;01
01540;VONNAS;01
01200;VOUVRAY;01
01360;CAMP DE LA VALBONNE;01
01310;CORGENON;01
01120;JAILLEUX;01
01120;LA LECHERE;01
01120;RAPAN;01
01360;LA VALBONNE;01
01120;CHANES;01
01800;MARFOZ;01
01700;LE MAS RILLIER;01
01630;CERN SITE DE PREVESSIN;01
01000;BROU;01
01700;LES ECHETS;01
02300;ABBECOURT;02
02800;ACHERY;02
02200;ACY;02
02340;AGNICOURT ET SECHELLES;02
02190;AGUILCOURT;02
02110;AISONVILLE ET BERNOVILLE;02
02820;AIZELLES;02
02370;AIZY JOUY;02
02240;ALAINCOURT;02
02320;ALLEMANT;02
02290;AMBLENY;02
02200;AMBRIEF;02
02190;AMIFONTAINE;02
02700;AMIGNY ROUY;02
02600;ANCIENVILLE;02
02800;ANDELAIN;02
02800;ANGUILCOURT LE SART;02
02320;ANIZY LE CHATEAU;02
02480;ANNOIS;02
02500;ANY MARTIN RIEUX;02
02360;ARCHON;02
02130;ARCY STE RESTITUE;02
02210;ARMENTIERES SUR OURCQ;02
02860;ARRANCY;02
02480;ARTEMPS;02
02330;ARTONGES;02
02270;ASSIS SUR SERRE;02
02840;ATHIES SOUS LAON;02
02490;ATTILLY;02
02420;AUBENCHEUL AUX BOIS;02
02500;AUBENTON;02
02590;AUBIGNY AUX KAISNES;02
02820;AUBIGNY EN LAONNOIS;02
02300;AUDIGNICOURT;02
02120;AUDIGNY;02
02220;AUGY;02
02000;AULNOIS SOUS LAON;02
02360;LES AUTELS;02
02250;AUTREMENCOURT;02
02580;AUTREPPES;02
02300;AUTREVILLE;02
02400;AZY SUR MARNE;02
02290;BAGNEUX;02
02140;BANCIGNY;02
02160;BARBONVAL;02
02000;BARENTON BUGNY;02
02000;BARENTON CEL;02
02270;BARENTON SUR SERRE;02
02700;BARISIS;02
02170;BARZY EN THIERACHE;02
02850;BARZY SUR MARNE;02
02380;BASSOLES AULERS;02
02330;BAULNE EN BRIE;02
02220;BAZOCHES SUR VESLES;02
02500;BEAUME;02
02300;BEAUMONT EN BEINE;02
02110;BEAUREVOIR;02
02160;BEAURIEUX;02
02800;BEAUTOR;02
02590;BEAUVOIS EN VERMANDOIS;02
02110;BECQUIGNY;02
02400;BELLEAU;02
02420;BELLENGLISE;02
02200;BELLEU;02
02420;BELLICOURT;02
02440;BENAY;02
02450;BERGUES SUR SAMBRE;02
02250;BERLANCOURT;02
02340;BERLISE;02
02120;BERNOT;02
02290;BERNY RIVIERE;02
02820;BERRIEUX;02
02190;BERRY AU BAC;02
02800;BERTAUCOURT EPOURDON;02
02240;BERTHENICOURT;02
02190;BERTRICOURT;02
02200;BERZY LE SEC;02
02300;BESME;02
02500;BESMONT;02
02870;BESNY ET LOIZY;02
02300;BETHANCOURT EN VAUX;02
02210;BEUGNEUX;02
02130;BEUVARDES;02
02310;BEZU LE GUERY;02
02400;BEZU ST GERMAIN;02
02300;BICHANCOURT;02
02290;BIEUXY;02
02860;BIEVRES;02
02200;BILLY SUR AISNE;02
02210;BILLY SUR OURCQ;02
02160;BLANZY LES FISMES;02
02300;BLERANCOURT;02
02400;BLESMES;02
02110;BOHAIN EN VERMANDOIS;02
02270;BOIS LES PARGNY;02
02350;BONCOURT;02
02400;BONNEIL;02
02400;BONNESVALYN;02
02420;BONY;02
02250;BOSMONT SUR SERRE;02
02860;BOUCONVILLE VAUCLAIR;02
02450;BOUE;02
02160;BOUFFIGNEREUX;02
02400;BOURESCHES;02
02160;BOURG ET COMIN;02
02300;BOURGUIGNON SOUS COUCY;02
02000;BOURGIGNON SOUS MONTBAVIN;02
02140;LA BOUTEILLE;02
02220;BRAINE;02
02320;BRANCOURT EN LAONNOIS;02
02110;BRANCOURT LE GRAND;02
02130;BRANGES;02
02400;BRASLES;02
02000;BRAYE EN LAONNOIS;02
02140;BRAYE EN THIERACHE;02
02480;BRAY ST CHRISTOPHE;02
02880;BRAYE;02
02210;BRECY;02
02220;BRENELLE;02
02210;BRENY;02
02870;BRIE;02
02240;BRISSAY CHOIGNY;02
02240;BRISSY HAMEGICOURT;02
02810;BRUMETZ;02
02360;BRUNEHAMEL;02
02130;BRUYERES SUR FERE;02
02860;BRUYERES ET MONTBERAULT;02
02220;BRUYS;02
02500;BUCILLY;02
02880;BUCY LE LONG;02
02870;BUCY LES CERNY;02
02350;BUCY LES PIERREPONT;02
02500;BUIRE;02
02620;BUIRONFOSSE;02
02140;BURELLES;02
02810;BUSSIARES;02
02200;BUZANCY;02
02300;CAILLOUEL CREPIGNY;02
02300;CAMELIN;02
02260;LA CAPELLE;02
02680;CASTRES;02
02420;LE CATELET;02
02490;CAULAINCOURT;02
02300;CAUMONT;02
02330;CELLES LES CONDE;02
02540;CELLE SOUS MONTMIRAIL;02
02370;CELLES SUR AISNE;02
02240;CERIZY;02
02860;CERNY EN LAONNOIS;02
02870;CERNY LES BUCY;02
02220;CERSEUIL;02
02320;CESSIERES;02
02200;CHACRISE;02
02000;CHAILLEVOIS;02
02270;CHALANDRY;02
02000;CHAMBRY;02
02860;CHAMOUILLE;02
02670;CHAMPS;02
02340;CHAOURSE;02
02330;LA CHAPELLE MONTHODON;02
02570;LA CHAPELLE SUR CHEZY;02
02310;CHARLY;02
02850;LE CHARMEL;02
02800;CHARMES;02
02400;CHARTEVES;02
02370;CHASSEMY;02
02400;CHATEAU THIERRY;02
02270;CHATILLON LES SONS;02
02240;CHATILLON SUR OISE;02
02160;CHAUDARDES;02
02200;CHAUDUN;02
02300;CHAUNY;02
02000;CHAVIGNON;02
02880;CHAVIGNY;02
02370;CHAVONNE;02
02860;CHERET;02
02860;CHERMIZY AILLES;02
02220;CHERY CHARTREUVE;02
02000;CHERY LES POUILLY;02
02360;CHERY LES ROZOY;02
02250;CHEVENNES;02
02000;CHEVREGNY;02
02270;CHEVRESIS MONCEAU;02
02810;CHEZY EN ORXOIS;02
02570;CHEZY SUR MARNE;02
02400;CHIERRY;02
02120;CHIGNY;02
02350;CHIVRES EN LAONNOIS;02
02880;CHIVRES VAL;02
02000;CHIVY LES ETOUVELLES;02
02210;CHOUY;02
02130;CIERGES;02
02250;CILLY;02
02220;CIRY SALSOGNE;02
02000;CLACY ET THIERRET;02
02260;CLAIRFONTAINE;02
02880;CLAMECY;02
02440;CLASTRES;02
02340;CLERMONT LES FERMES;02
02600;COEUVRES ET VALSERY;02
02130;COHAN;02
02210;COINCY;02
02360;COINGT;02
02860;COLLIGIS CRANDELAIN;02
02120;COLONFAY;02
02300;COMMENCHON;02
02160;CONCEVREUX;02
02330;CONDE EN BRIE;02
02370;CONDE SUR AISNE;02
02190;CONDE SUR SUIPPE;02
02700;CONDREN;02
02330;CONNIGIS;02
02680;CONTESCOURT;02
02820;CORBENY;02
02600;CORCY;02
02380;COUCY LE CHATEAU AUFFRIQU;02
02840;COUCY LES EPPES;02
02380;COUCY LA VILLE;02
02130;COULONGES COHAN;02
02310;COUPRU;02
02800;COURBES;02
02330;COURBOIN;02
02220;COURCELLES SUR VESLES;02
02810;COURCHAMPS;02
02200;COURMELLES;02
02130;COURMONT;02
02850;COURTEMONT VARENNES;02
02820;COURTRIZY ET FUSSIGNY;02
02220;COUVRELLES;02
02270;COUVRON ET AUMENCOURT;02
02600;COYOLLES;02
02130;CRAMAILLE;02
02160;CRAONNE;02
02160;CRAONNELLE;02
02380;CRECY AU MONT;02
02270;CRECY SUR SERRE;02
02870;CREPY;02
02650;CREZANCY;02
02110;CROIX FONSOMMES;02
02210;LA CROIX SUR OURCQ;02
02310;CROUTTES SUR MARNE;02
02880;CROUY;02
02120;CRUPILLY;02
02880;CUFFIES;02
02480;CUGNY;02
02210;CUGNY LES CROUTTES;02
02350;CUIRIEUX;02
02220;CUIRY HOUSSE;02
02160;CUIRY LES CHAUDARDES;02
02360;CUIRY LES IVIERS;02
02160;CUISSY ET GENY;02
02200;CUISY EN ALMONT;02
02600;CUTRY;02
02220;CYS LA COMMUNE;02
02140;DAGNY LAMBERCY;02
02680;DALLON;02
02470;DAMMARD;02
02600;DAMPLEUX;02
02800;DANIZY;02
02270;DERCY;02
02700;DEUILLET;02
02220;DHUIZEL;02
02340;DIZY LE GROS;02
02360;DOHIS;02
02360;DOLIGNON;02
02600;DOMMIERS;02
02310;DOMPTIN;02
02450;DORENGT;02
02590;DOUCHY;02
02130;DRAVEGNY;02
02210;DROIZY;02
02480;DURY;02
02350;EBOULEAU;02
02500;EFFRY;02
02260;ENGLANCOURT;02
02290;EPAGNY;02
02500;EPARCY;02
02400;EPAUX BEZU;02
02400;EPIEDS;02
02540;L EPINE AUX BOIS;02
02840;EPPES;02
02250;ERLON;02
02260;ERLOY;02
59360;ESCAUFOURT;02
02170;ESQUEHERIES;02
02690;ESSIGNY LE GRAND;02
02100;ESSIGNY LE PETIT;02
02570;ESSISES;02
02400;ESSOMES SUR MARNE;02
02420;ESTREES;02
02400;ETAMPES SUR MARNE;02
02110;ETAVES ET BOCQUIAUX;02
02000;ETOUVELLES;02
02580;ETREAUPONT;02
02590;ETREILLERS;02
02400;ETREPILLY;02
02510;ETREUX;02
02190;EVERGNICOURT;02
02700;FARGNIERS;02
02320;FAUCOUCOURT;02
02600;FAVEROLLES;02
02100;FAYET;02
02800;LA FERE;02
02130;FERE EN TARDENOIS;02
02270;LA FERTE CHEVRESIS;02
02460;LA FERTE MILON;02
02450;FESMY-LE-SART;02
02840;FESTIEUX;02
02110;FIEULAINE;02
02000;FILAIN;02
02260;LA FLAMENGRIE;02
02120;FLAVIGNY LE GRAND ET BEAU;02
02520;FLAVY LE MARTEL;02
02600;FLEURY;02
02590;FLUQUIERES;02
02670;FOLEMBRAY;02
02110;FONSOMMES;02
02680;FONTAINE LES CLERCS;02
02140;FONTAINE LES VERVINS;02
02110;FONTAINE NOTRE DAME;02
02110;FONTAINE UTERTE;02
02170;FONTENELLE;02
02540;FONTENELLE EN BRIE;02
02290;FONTENOY;02
02590;FORESTE;02
02650;FOSSOY;02
02870;FOURDRAIN;02
02760;FRANCILLY SELENCY;02
02140;FRANQUEVILLE;02
02130;FRESNES EN TARDENOIS;02
02380;FRESNES;02
02230;FRESNOY LE GRAND;02
02800;FRESSANCOURT;02
02700;FRIERES FAILLOUEL;02
02260;FROIDESTREES;02
02270;FROIDMONT COHARTILLE;02
02810;GANDELU;02
02430;GAUCHY;02
02140;GERCY;02
02260;GERGNY;02
02590;GERMAINE;02
02160;GERNICOURT;02
02440;GIBERCOURT;02
02350;GIZY;02
02400;GLAND;02
02160;GLENNES;02
02820;GOUDELANCOURT LES BERRIEU;02
02350;GOUDELANCOURT LES PIERREP;02
02130;GOUSSANCOURT;02
02420;GOUY;02
02350;GRANDLUP ET FAY;02
02360;GRANDRIEUX;02
02100;GRICOURT;02
02210;GRISOLLES;02
02140;GRONARD;02
02110;GROUGIS;02
02680;GRUGIES;02
02190;GUIGNICOURT;02
02120;GUISE;02
02300;GUIVRY;02
02300;GUNY;02
02160;GUYENCOURT;02
02510;HANNAPES;02
02480;HAPPENCOURT;02
02600;HARAMONT;02
02140;HARCIGNY;02
02420;HARGICOURT;02
02100;HARLY;02
02210;HARTENNES ET TAUX;02
02140;HARY;02
02420;LE HAUCOURT;02
02810;HAUTEVESNES;02
02120;HAUTEVILLE;02
02140;HAUTION;02
02500;LA HERIE;02
02120;LE HERIE LA VIEVILLE;02
02440;HINACOURT;02
02500;HIRSON;02
02760;HOLNON;02
02720;HOMBLIERES;02
02140;HOURY;02
02250;HOUSSET;02
02510;IRON;02
02240;ITANCOURT;02
02360;IVIERS;02
02850;JAULGONNE;02
02490;JEANCOURT;02
02140;JEANTES;02
02420;JONCOURT;02
02220;JOUAIGNES;02
02370;JOUY;02
02380;JUMENCOURT;02
02160;JUMIGNY;02
02480;JUSSY;02
02880;JUVIGNY;02
02190;JUVINCOURT ET DAMARY;02
02880;LAFFAUX;02
02140;LAIGNY;02
02590;LANCHY;02
02120;LANDIFAY ET BERTAIGNEMONT;02
02140;LANDOUZY LA COUR;02
02140;LANDOUZY LA VILLE;02
02380;LANDRICOURT;02
02000;LANISCOURT;02
02000;LAON;02
02150;LAPPION;02
02600;LARGNY SUR AUTOMNE;02
02210;LATILLY;02
02210;LAUNOY;02
02860;LAVAL EN LAONNOIS;02
02450;LAVAQUERESSE;02
02600;LAVERSINE;02
02140;LEME;02
02420;LEMPIRE;02
02260;LERZY;02
02170;LESCHELLES;02
02100;LESDINS;02
02220;LESGES;02
02120;LESQUIELLES ST GERMAIN;02
02380;LEUILLY SOUS COUCY;02
02880;LEURY;02
02500;LEUZE;02
02420;LEVERGIES;02
02220;LHUYS;02
02810;LICY CLIGNON;02
02860;LIERVAL;02
02350;LIESSE NOTRE DAME;02
02700;LIEZ;02
02220;LIME;02
02340;LISLET;02
02320;LIZY;02
02500;LOGNY LES AUBENTON;02
02300;LOMBRAY;02
02120;LONGCHAMPS;02
02600;LONGPONT;02
02160;LONGUEVAL BARBONVAL;02
02190;LOR;02
02600;LOUATRE;02
02130;LOUPEIGNE;02
02400;LUCY LE BOCAGE;02
02140;LUGNY;02
02500;LUZOIR;02
02440;LY FONTAINE;02
02220;MAAST ET VIOLAINE;02
02350;MACHECOURT;02
02470;MACOGNY;02
02120;MACQUIGNY;02
02420;MAGNY LA FOSSE;02
02490;MAISSEMY;02
02160;MAIZY;02
02190;LA MALMAISON;02
02120;MALZY;02
02300;MANICAMP;02
02350;MARCHAIS;02
02540;MARCHAIS EN BRIE;02
02720;MARCY;02
02250;MARCY SOUS MARLE;02
02300;MAREST DAMPCOURT;02
02130;MAREUIL EN DOLE;02
02140;MARFONTAINE;02
02880;MARGIVAL;02
02810;MARIGNY EN ORXOIS;02
02470;MARIZY STE GENEVIEVE;02
02470;MARIZY ST MARD;02
02250;MARLE;02
02120;MARLY GOMONT;02
02500;MARTIGNY;02
02860;MARTIGNY COURPIERRE;02
02820;MAUREGNY EN HAYE;02
02800;MAYOT;02
02700;MENNESSIS;02
02190;MENNEVILLE;02
02630;MENNEVRET;02
02200;MERCIN ET VAUX;02
02000;MERLIEUX ET FOUQUEROLLES;02
02160;MERVAL;02
02270;MESBRECOURT RICHECOURT;02
02720;MESNIL ST LAURENT;02
02160;MEURIVAL;02
02240;MEZIERES SUR OISE;02
02650;MEZY MOULINS;02
02200;MISSY AUX BOIS;02
02350;MISSY LES PIERREPONT;02
02880;MISSY SUR AISNE;02
02110;MOLAIN;02
02000;MOLINCHART;02
02000;MONAMPTEUIL;02
02270;MONCEAU LE NEUF ET FAUCOU;02
02270;MONCEAU LES LEUPS;02
02840;MONCEAU LE WAAST;02
02120;MONCEAU SUR OISE;02
02500;MONDREPUIS;02
02470;MONNES;02
02000;MONS EN LAONNOIS;02
02820;MONTAIGU;02
02000;MONTBAVIN;02
02110;MONTBREHAIN;02
02860;MONTCHALONS;02
02340;MONTCORNET;02
02390;MONT D ORIGNY;02
02440;MONTESCOURT LIZEROL;02
02540;MONTFAUCON;02
02600;MONTGOBERT;02
02210;MONTGRU ST HILAIRE;02
02860;MONTHENAULT;02
02400;MONTHIERS;02
02330;MONTHUREL;02
02110;MONTIGNY EN ARROUAISE;02
02810;MONTIGNY L ALLIER;02
